reviewID,content
Fordham_d8f7b452-7c26-4882-a40e-b3dbb0419538,"This area needs a lot of work reguarding the criminal justice system, employment, better jobs, and also the cleanliness of the neighborhood."
Fordham_c30269aa-438a-43a8-bdf6-6a7eff1f5cbd,"Not the best place to live in"
Fordham_da170181-78d0-4a0c-808e-c7442783d8d1,"Its more dangerous than before so it's not recommended to walk late"
Fordham_b4ec6107-5988-4501-9659-cc54ca2fa5ed,"The rent is expensive and because it's populated by minorities, do to the extreme difficult circumstances most people live off of public assistance and managing more than one job, not to mention the poor living conditions in the sorounding buildings. Such as no heat and the supers are terrible at fixing"
Fordham_8d723bf1-b231-4ee9-a5a0-506aa063c8a5,"There are more polices visible in that area so people tend to feel safe."
Fordham_7436509c-96e0-4a60-a8c6-da3616df67f7,"The area is cleaner.  It is much safer to walk around at night."
Fordham_8450b460-272d-43be-a422-4f9f2a1bab3b,"Crime is not very high, but it occurs mostly in the summer. There is not much visibility of cops but they do patrol once in a while. There is a small sense of safety."
Fordham_5960e379-e5ba-435f-87f2-a61c26635922,"I feel that this is not a good neighborhood. There is a lot of violence. There is a police department in the neighborhood but they do not seem to do much."
Fordham_1e70a572-196f-40c5-854c-1edc31ec7568,"my neighborhood need some sidewalk maintenance"
Fordham_25562cdd-f21c-495c-81b7-3874109f85e7,"During the time that I have lived in this neighborhood, there has been a sense of peace"
Fordham_e91c4cb3-3483-4b4f-806f-78d98b785071,"housing is somewhat more expensive here."
Fordham_29b37309-0ed8-49ea-b575-2180173042dc,"There is a lot of surveillance of police officers, but there are still a lot of shootings and killings that make the area somewhat unsafe."
Fordham_9ea3629f-8fb9-40a4-bad8-e2fde7cf6fe5,"Although the living quality in the area where I live could be better, if I could choose to live here in New York City again I would do it because this is an area that has many great opportunities for every person residing here, and  there is such a variety of people and cultures that it feels like everyday that you spend here is like a new personal experience full of surprises."
Fordham_5716b900-2de0-4de0-8c1a-c9d215524956,"The area is not the best but it is not the worst. I have lived in diversity neighborhoods all my life. When I move to this area particular I had no serious concerns. I was happy because of the different transportation and being near shopping stores. Overall the crime is not to bad well at least not on my block, most of the crime take place a few blocks away from me which doesn't bother me. The major con about living in the area is the loud noise you hear from the emergency fire department and ambulance, I Mean it will literally be about 4am and the loud trucks would come speeding threw the streets with their Sirens and horns blowing extremely loud!!! This is a problem and which I can in the process of relocating."
Fordham_c0f961e3-bdbb-4204-ace2-b3b457c0ed03,"Although I've lived here my whole life, it is not the best area. When I grow older and it is time for me to move out, I will definitely live in a different area. There are many advantages such as having a variety of food around me, or being able to walk everywhere. However, this does not matter if I do not feel safe where I live. I do not like to be out alone past a certain time because at any possible moment I can be robbed, raped, or killed. Although this can happen anywhere in this country, the rates are higher in the Bronx."
Fordham_008d31c9-86ef-4a34-8fe0-394ed42d1311,"I lived in this area when I was a kid and over the years it has been getting worse.  There are a lot of crimes committed weekly and it is not safe to walk in the neighborhood at night.  The police is doing their best to keep the area under control, they have officers patrolling all day and night but usually this does not prevent crimes from occuring. If I had the possibility I would move to a different area."
Fordham_24afc270-5c63-4fd7-9dfb-51dea5255119,"There's a lot of food options around the area. Plenty of variety to choose from."
Fordham_675bd640-d7c8-4aed-a41f-8a84b6fdbfa2,"When my friends and I try to obtain a job nearby we're always out of luck."
Fordham_28fea011-381c-45dd-bac0-6bc23634bc74,"The local businesses could use a little work, if you're looking for something specific, they might not have it."
Fordham_406ef160-15d9-4c26-a66b-9447adb2441b,"This place is very quiet although it is not that safe over here."
Fordham_49f3b1b0-e88e-4092-98f7-9ee1268ccc16,"Our public services a very bad"
Fordham_a4b5279b-b0ad-4f94-bde7-a2daee7a9d76,"Sometimes it really looks nasty outside  with all these garbage  in front of the apartments and dogs fieces on the side walks"
Fordham_900a4a04-9203-402d-99de-0d83af7e3f01,"People in this community very friendly and most of them really get along with eachother ."
Fordham_25864cc1-e0f1-4824-9531-82889e08d458,"During winter it really gets cold in the area and we experience a lot of snow  which sometimes causes schools to close down. But the other season really favors us a lot. Although the weather gets a little tricky"
Fordham_7ff0b76d-6aec-494a-8fc1-7c720c68b908,"My neighborhood has variety of all kinds of local and continental delicacies. They have the african restaurants, the Caribbean restaurants, Mexicans food and many more ."
Fordham_0b6a7510-1c91-4ead-a0a1-4289ae668c13,"Most of the people in this area are unemployed which is due to poor educational background or unskillful experiences"
Fordham_25d78560-b9bf-489f-a732-71344c079869,"The local businesses in this area is okay because you can get whatever you want although they have poorer services sometimes."
Fordham_7c20fe27-2da0-481c-8e3d-5fc94ed43241,"I cannot complain, we have the four seasons. The winter is cold because we are located near the Hudson river. So it gets quite windy and blizzards are known to frequent the area during the winter months. Also the summer is hot, the humidity is high at times but the evening can make it all tolerable. 

So, I count my blessings and am grateful for what I have and do not take having a home for granted."
Fordham_bf5e911c-4719-450e-84a5-638977d27635,"I do not go out to eat that often, however there is a variety of restaurants with genuine foreign cuisine, which makes it nice when I do eat out. The prices are affordable so this makes it easier for those of us who are struggling when it comes to finances."
Fordham_0a30dee0-c516-4b64-b137-f0fce84607c0,"The stores are open primarily 24 hours, which are convenient if you tend to have unconventional living that are normal for you. Also, the people that work within these businesses are friendly and usually are from the neighborhood as well. This makes it easy to strike up conversation and if you are new to the area, you may rely on being given adequate information about different businesses and the services that they offer.

So, as a whole I must say that everything is within walking distance that I usually shop for. Which is a great change from my last address although some may be biased because of the city being the 'Bronx,' there is not a whole lot of criminal activity, comparing to what is spread within the media."
Fordham_5328d089-c3df-427f-ac67-50c55d899698,"Cops don't seem to pass by some days"
Fordham_962a9888-b53c-4cc0-b946-b5f8189a4eb0,"There aren't many job openings around here."
Fordham_b551be10-8e88-40a9-a1f8-db8644c5248b,"Everywhere there is crime; however, in my neighborhood the police have been posted up and on watch and reliable these days. There are things that can be out of there control in any location around the world."
Fordham_9e3d2821-5464-4c9a-9109-286060df023c,"I will say there is pretty much anything available in the Bronx"
Fordham_c8fec38a-c3af-4ef7-a3f6-ddb7446466b9,"You can choose from alot of different resturants like kfc, mcdonalds, kennedy fried chicken, pizza shops,:and popeyes."
Fordham_52ecda1f-1f4e-46a2-b8ae-6ed8bf0ac40c,"Theres alot of crimes that are being commited in my area like murder and drugs"
Fordham_dae09cba-595d-4b5e-844d-b8ccf1f0512f,"All the local businesses are either family owned or theyre new managment. I can get everything i need since everything is up the block from me."
Fordham_5f1ab110-1e20-47f6-bf32-227dcd9c682a,"Most people in my area are either stay at home moms, construction workers, store owners or taxi drivers."
Fordham_84ca9778-8910-4378-b540-886108e6cf93,"Many people around my area seem to have good jobs in retail. Many of them enjoy what they do because it pays an average wage."
Fordham_b2565142-aabb-4a5e-90e4-79294ed42525,"Police are always around, and they are always busy. You hear shootings weekly, and will see from local newspapers about a crime close by."
Fordham_8ab228ae-be0e-483d-841e-fc32d8b081de,"The best job opportunity around would probably be the hospital Montiefiore, the rest of the opportunities or mostly retail and minimum wage."
Fordham_fb4ee453-e9bb-4e03-b074-3642ee754d8b,"Different culture restaurants available, discounts, pharmacies, everything at a walking distance."
Fordham_d2cbc92f-1662-4a97-8a01-426249066f09,"There is an extreme diversity in food and bars in my residential area. There is something here for everyone."
Fordham_9952ada3-8e29-41c5-a20e-edc93be45e77,"The crime in my area has been reducing from previous years. The police are more seen in my area, patrolling. There are many commercial streets where police monitor"
Fordham_e5498766-940e-4ae4-b0c1-c8de3519700b,"Housing cost is pricey indeed though the apartments have enough space for families. There are many apartments available. The Bronx is not bad to reside in but there are certain places where you must have a second thought; the south part of the Bronx is a place new residents will try to avoid."
Fordham_63238b67-321a-40a4-8fc3-009c008be97d,"Though living in the city can be quite difficult. The area in which I love have many parks for kids to play in. These parks are also being clean constantly. There are also many bike lanes as well but it's the people who make these places look bad by trashing the place. I can't even begin to tell you how many times I've seen parents and kids trashing the parks and having garbage bags right next to them. It's a shame."
Fordham_2dc9bfa1-0b22-47fb-898e-b8fdadacb4bb,"very cold in the winter which may cause electricity to have problems."
Fordham_493e5924-343a-4e3d-91ce-a510c7723cea,"most people hire others according to race."
Fordham_5afe6fc1-2481-49e7-8bc0-38933d833b0d,"there are a lot of fast food resturants."
Fordham_92ed46db-625c-42d8-844b-4e4c3389654b,"people normally do not worry about their health."
Fordham_0bfb1960-8cf6-4f19-a983-5c583b42be81,"I feel very uncomfortable walking in the street because there are active gangs and muggers lurking. When it starts to get warmer outside that is when crime is at its peak."
Fordham_5ea1f59f-2743-4310-b9b8-ce018628d329,"Most of the housing in the Bronx is filthy as well as not livable. Housing is very expensive , but is not worth the money to rent or buy."
Fordham_11346f99-e074-4be7-a1b7-6d0bd3fa58c4,"I live in the city of the Bronx and the pollution as well as the environment is very poor. The parks aren't safe and they are excessively dirty. There isn't any wild life and the streets are filled with litter."
Fordham_e3ed8ba3-3a3f-41d8-bf1b-1ea50e41012a,"There should be more healthy food options available. There should also be more holistic doctors."
Fordham_4ab72936-1ec1-4339-8306-3572ee96f2ab,"First off, more garbage cans should be provided. Secondly, we should enforce clean air areas."
Fordham_eb325cb5-98a0-4468-bfed-3fbef2b99862,"More salons that deal with curly hair are needed. Additionally, more grocery stores with better food options besides junk food."
Fordham_d76ea6c7-b9cc-473d-a6dc-95c82cd55586,"The Botanical Garden is relatively close by."
Fordham_d902a400-50b7-4a09-a31d-aaa9ec5fb5e4,"The MTA takes you anywhere."
Fordham_b967676e-f564-4cb9-a8c6-6357803a5694,"There should be healthier options."
Fordham_2908cbdd-17b8-451e-84ce-c1ccc27606b8,"I wish there would be more events happening. In addition I would like for the information to be spread. For example, I usually don't know about an event until the day of."
Fordham_cd006262-856e-474c-a3db-442bd9001c82,"Since I live by alot of people on welfare, the community value drops alot. Crime is an ongoing this where I live."
Fordham_3de38a3c-350c-459b-80c8-cf6f29327bd9,"It's wither eat or be eaten. I love in New York City, and things are not just given to you."
Fordham_c1b59186-d397-4271-9b5b-a8c8799bb21a,"Everyone that lives in my neighborhood is a minority. It is predominantly Hispanic culture that lives here."
Fordham_1177dcba-2c31-460f-ab4b-c6436f825d7f,"During the summer time, since we are so close together, the weather seems more hot than usual.  My skim feel as if it is getting suck to my clothes."
Fordham_5b1be455-f4e3-427d-a536-ec903b38f451,"Every night before I go to sleep, I hear sirens going down or up the street. My girlfriend proclaims that she hears it every time we video chat."
Fordham_4a435931-bd9c-49f8-bba1-022bcd37bd70,"I'm glad to have a police station or the company of the police force because it give me hope of security and safety."
Fordham_2af1222c-eb51-4690-a785-e36c94a05fe2,"I live the city. I don't have the pleasure of waking up to tree or mountains. I wish, 8 stead I wake up to loud car engine puffing their toxins in the air."
Fordham_4edd0592-254b-4a0f-9bcd-35fb52dea360,"I live in the south bronx. We do not have fancy or we'll put together parks. I'm in the heart of 5 he ghetto."
Fordham_7a7af6ed-69b9-4197-93dc-b722ed4a1bd6,"I live by alot of clothing stored and it is very busy. The employers seem to go after less ed u cared people than go for those in college."
Fordham_c1939cb6-9dcd-4eff-986d-d4998764a4eb,"Winter can be harsh in New York but its even worse if one lives in the Bronx. We are the last to receive any kind of help when the reality of harsh weather hits. We not that long ago suffered a harsh winter and a lot of snowing. The snow when falling wasn't an enormous amount but months of not getting it removed made it difficult to even walk. Some snow would met and turn into sheets of black ice while some would just hardened and turn into mountains of snow that congested the sidewalks and the streets. This made it hard to even board busses, cross streets and just traveling wasn't easy."
Fordham_f11dd031-1d88-45f4-99aa-3c158319b1b8,"There are not option here for those who wants to recycle. So we do what our resources or lack thereof provides. There are some elderly people within my neighborhood but it remains a place for young to middle age people. Within my neighborhood there area lot of dog owners but no dog parks where one can take their dogs to play. Their is a sense of more individualistic or family attitude and less of community."
Fordham_62c81821-1be3-4798-ac5a-30629cb76110,"The parks is the only resource that are constantly used by people in my community. The Bronx Zoo is not that far from where I live but its not something many people in my community take advantage of."
Fordham_5827becd-004f-4939-b8d6-2ff77f428ebe,"There are a lot of reckless driving and clueless pedestrians, who walk when the walking light is still red and chooses to jay walk. The Grand Concourse is a major and busy street where a lot of cars, taxis and public transportation uses. The high volume of usage makes it very congested and dangerous especially with speeding thoughtless drivers."
Fordham_621b9d32-37d9-4f99-a44a-444a02d91a64,"One of the benefits about living in the Bronx or even New York overall is that its a prime example of the diversity of the world. In my neighborhood you'll find African Americans, Hispanics, Latin Americans, Jamaicans, Middle Easterners and people Caribbean. Some people are friendly but most stay to themselves or only communicate with their established group of friends."
Fordham_36132b7f-cb0e-45b2-a9c1-389a58190321,"There are big drug store companies such as Rite-Aid and Duane Reade but once again their prices are extremely high. To counter act that their are a small amount of smaller chains like Leroy's Pharmacies that are just as good with lower prices. There is two Laundromats and Dry cleaners that are constantly full and the money it takes for the washing machine is too much for some. There are no gas station within my neighborhood. One will have to travel I they needed gas. One thing there is a plenty of is salons, there's practically one on every block."
Fordham_74e5b8e7-9102-48c8-99d0-70ab0fa21aad,"There are parks and gyms within my community. People do go to the parks to play mostly the young. There are some adults who exercise in the park but not a good amount. Gyms can be expensive especially if people are already struggling to make ends meet. This combined with unhealthy eating choices leaves many residents of my community obese and unhealthy. There are at least four close hospitals but they stay extremely filled to capacity. I stay active by going to the park playing tennis, handball and other fun activities."
Fordham_2aef30c2-6d2d-47b3-8566-574826d4933d,"Living in a city like New York the living is already higher. With that said the Bronx is by far the most affordable borough but the jobs in this lackluster economy are not well paid jobs. Their are either minimum wage jobs of just a little above that. The only way one would find a good job is if they worked for a family business of the government."
Fordham_f8ff204b-1809-4ad3-85e5-aa8ae0a6904e,"Housing in my neighborhood is affordable if one has a good paying full time job in which most people don't. An increasing number of people are on government assistance and struggle to make it by."
Fordham_b5fc4141-5167-4637-bdf7-c40115b7180f,"There are some historical sights around this area but few to none people know too much about them. It leads to most people viewing Manhattan or Brooklyn as the only boroughs with any historical landmarks which is far from the truth. The Bronx is by far the most untouched borough of all. It has some historical sights but most are not kept up. One would have to be educated to even know about them."
Fordham_60ab8065-4aed-49aa-bd36-c95fc5c7ada0,"In my neighborhood I'm constantly surrounded by fast food and overall unhealthy eating choices. One has to travel afar to even be able to buy organic, fresh and nutritious food."
Fordham_6b5d33e5-7fc5-47e1-97eb-f1620234b2e7,"The education within my neighborhood could improve drastically. It was only two years ago when I graduated high school and the education was a lot better then than it is now. The police presence is visible but it seems when you need them the most the urgency to respond quickly is gone."
Fordham_4e8d99c5-e949-49db-8638-0dfee3f8cc87,"Ever since I moved to my neighborhood I have yet to witness any crime up close and personal. This doesn't leave ,e blind to presence of crime. I have heard the loud audible noise of gun shots while sleeping, drug dealing, and domestic violence."
Fordham_2d9e9dc8-202d-4fe8-b525-d5a6d3d9306f,"Reaction time of the police station could be improved. Police stations seem to take much longer than they should when sending officers over to a crime scene or incident. The fire station seems to be functioning appropriately based on arrival times to a given scene. There can be more done for the Bronx by state representatives and other officials. Cameras in buildings, more police patrolling during the night, better maintenance of Bronx buildings, etc."
Fordham_6791c39b-117e-4152-8117-9f81b52a1231,"Crime control and safety definitely aren't the worst but my borough has a long way to go before people feel safe frolicking around at night. Shootings, stabbings, robbery, gang violence and such are a normal part of life here, such events are on the news so often it's become sort of expected which is absolutely terrible to think about. Police tend to patrol the area, especially during the summer when more people are outside."
Fordham_a91f596b-4bbf-4ab9-8c43-ae9c93d9bb10,"Living in New York City, there are a myriad of attractions and events that draw in tourists from all around the world. Most tourists tend to spend their time in Manhattan however and the Bronx tends to be overlooked. There are definitely tourist attractions here, but generally, we don't get as much attention as Manhattan or Brooklyn. The Bronx zoo, Botancial Gardens, and Yankee Stadium are the main attractions for tourists and other visitors."
Fordham_e308dfe5-ee86-4af4-b4f1-82fdbde0b58c,"From what I've seen it depends entirely on the person. There are some people who choose to work out and be physically active and others who don't seem to hold their health in the highest regards. The majority of the people in my neighborhood have some sort of government assistance including food stamps, and in order to make the money last the entire month it's easier to buy cheap, unhealthy food than healthy and unfortunately over-priced food. Montefiore hospital is a 15 minute walk from here and provides excellent service, the facility is always clean, neat and hospitable. I stay physically active by walking to school (2.5 miles), hiking, and working out a few days of the week."
Fordham_f6acdcfc-afc2-450b-b2db-44407ca7fdba,"The weather in this area doesn't affects peoples lives only when we have snow storms."
Fordham_216c6939-e8ab-4878-9323-d4c28d4ed56e,"The parks are well kept. They try their best to keep it clean from all the littering people do."
Fordham_b64a530c-b618-480c-abec-51056d3a7f7b,"The businesses in this area are average. There isn't a very known place."
Fordham_93079505-4c74-46c6-bd1c-58bbe4537136,"The people in this community are happy and friendly and specially once they see you from the neighborhood."
Fordham_8b1b9c8f-c038-44b2-9a9a-0dd699c31119,"The food around here is mostly fast food for example, Popeyes, Mc Donalds, Kennedy Fried Chicken, Dunkin Donut and little coffee shops. The few restaurant around mostly serve Spanish food or american food."
Fordham_27ac97d5-8978-4418-955d-af172582e33e,"This area has an armory that is very known and few restaurants that people go. There's barely tourists in this area, hardly ever."
Fordham_97daa781-8dc7-47da-83a3-3c3834092352,"The transportation in this area is highly congested. Public transportation is extremely crowded and loud. There's a lot of space to walk but there's barely parking."
Fordham_594a4794-32aa-4062-aca0-8fa13fc968fe,"I feel good about our local representatives/state reps/governors because they try their best to keep the our community safe for instance when natural disasters occurs, fire, or when big crimes are done. I could say that they are trying their very best to keep everything in control."
Fordham_8a653beb-6922-4cba-9c73-d75961e4e478,"This neighborhood has a very small percentage of housing but they few that we have don't have big gardens or lawns. It's not the best place to live in."
Fordham_feccf12f-3594-4c81-8529-b3da9f31e2ce,"I wouldn't live in this area for the future. I would like to live in a different atmosphere where i could relate to for instance in this area there is a lot of drop outs and parties going on which end up to fights and I don't think somebody who's trying to succeed in life should be getting mixed with this situations. In addition, in the future when i have kids i don't want them to attend to these local schools because they are very disorganized with a low graduation rate."
Fordham_5fd23804-bc8e-4bb0-bdac-431a65bd5a5c,"This community is very close to each other. Family and friends usually hang outside. Most of the people that lives in this community has many years for example a lot of people was born here."
Fordham_726d6280-0643-4a56-9935-0ecdbf9e576f,"This area have nearby parks where people could exercise  and play sports like basketball, handball. There's also gyms and hospitals close by."
Fordham_684a44e8-cfdc-490a-a9bd-513da7ce5ede,"The safety in my neighborhood isn't as bad because police officers are always walking but they are still crimes happening."
Forest Hills_52a5bbb4-d779-4a33-b5c1-79e1b56e3751,"Forest Hills is a wonderful neighborhood for all types of people. It is a short subway ride from all that Manhattan has to offer, and provides residents with lovely nightlife, parks, recreation centers, restaurants, and living areas. There is a lot of diversity in this neighborhood as well."
Forest Hills_89cf099b-b490-478a-8dba-83b6a35a89f6,"Forest Hills is amazing. It's clean, quiet, and family friendly. I can't imagine living anywhere else."
Forest Hills_0602a69c-4238-41c9-be9f-60f663571216,"Forest Hills is a beautiful neighborhood. It is clean, quiet, and family friendly. I've lived here for nearly all my life, and happy to call it home."
Forest Hills_ce2d4d1c-3136-4740-9e4e-93c423135099,"I absolutely love the charming family friendly neighborhood. There are plenty of restaurants and shops to indulge in."
Forest Hills_ec6cd428-2ae6-4e27-a97f-db27ee338e20,"I was born and raised in Forest Hills and this neighborhood has grown with me. I love everything, from the liveliness of Austin Street to the quiet, rustic charm of The Gardens."
Forest Hills_edfea702-c427-4ae1-977a-068e05f2a12e,"I feel like Forest Hills is the the best place to live because of the tightly knitted community where everybody looks out for each other. Also it is a community that has been gentrified with mostly middle class family living in the area."
Forest Hills_24e4e15a-7538-48ce-a98d-ad7e80779a6f,"I love Forest Hills has just about everything on 71st and continental avenue. It has stores, food, and 2 gyms. I would love to see more activities in the neighborhood."
Forest Hills_978116c7-f33f-40af-96ca-337d3511bd38,"It is the  main area for subways,bars and restaurants, family oriented as well. There is a nearby school, many gyms and many daycare centers. All which are very nice and pleasent."
Forest Hills_6d595860-2053-4c20-80f5-12a40719d5d3,"A great town that is getting more and more popular. Great food and very safe area to live! One of the best cities in Queens."
Forest Hills_326301c9-d4c5-4304-81da-27da22c74e7f,"I have lived in this neighborhood since I was born and am glad to call this neighborhood my home. I remember walking the streets with my grandma playing with friends on the way back from P.S 144 and I have always felt safe when I walked. The neighborhood is mostly asian and caucasian, but I don't feel that there is discrimination towards others because they are outside these two demographics. The commute into the city is convenient because of the LIRR at station square and the R,M,E,F train are on 71st Continental Ave. Recently on Austin street there have been a lot new stores opening up, there is a Shake Shack, Bare Burger, Snow Days, Chipotle, Station House and Buffalo Wild Wings."
Forest Hills_2f4e160c-2e51-49d7-8e31-815991e30919,"It's quiet, safe, and usually a nice place to be if you want to walk around. There are many types of food restaurants, a historical ice cream store that has been around for 75 years. I've lived in the neighborhood for around 17 years and I love it. Not much of a night life but the you can always get where you need to go with the train station and all the bus stops for different buses."
Forest Hills_1c412fd3-eee0-4225-aba7-0302e0230650,"I have been living in forest hills for 14 years. This neighborhood is pretty quiet and theres not a lot of criminal activity going on. Theres mostly old people but they're all friendly. Forest hills is a place where you dont hear the city roaring with car honks and trains passing by. They have this plaza called austin street where you can walk around and buy clothes or eat some really good food. They have a variety of restaurants  to choose from. To greek food, or hispanic.  Over all, forest hills is a pretty nice neighborhood, the scenery in the winter makes it beautiful. The only down fall of this neighborhood is the diversity. There are a lot of jewish people but i rarely see any hispanics or other kinds of races.  Its pretty safe at night so theres really no problem going out for a run. Other than that, forest hills is a nice neighborhood to live in. Its convinent to the subway stations, amazing restaurants and its a peaceful place to live in"
Forest Hills_520d9430-84eb-4a89-815e-fe806dc895a8,"Forest hills is really a beautiful place to live. It is very diverse. Austin Street has a lot of different restaurants and bar, They are all very interesting. It is close to transportation and other booming neighborhoods."
Forest Hills_64b5119d-4261-4cce-a98b-52003bb362bd,"You barely see police around the area solving real crimes and catching criminals."
Forest Hills_a25667b4-b359-45ae-907b-c8089717864b,"It has a lot of green nature in the area and fun for kids."
Forest Hills_4f048426-1508-4e82-97c2-8878ba5d48d9,"It's been great living here so far. They renovated the whole entire building I'm living in which made it 10 times better. Only problem I have is the rent which is a little higher then necessary."
Forest Hills_db69c4ab-d320-4075-977a-00ef3fabefe7,"Friendly police officers in contact with community"
Forest Hills_2ea21b7e-4629-43e7-a32e-0860410c87a3,"I would definitely choose this area again!"
Forest Hills_da2d5682-6900-440d-af90-b1248d0ed567,"there is very little cultural diversity."
Forest Hills_6f82109d-3107-476f-9b45-8d6b0b1801d5,"this area is  full of families, one of the nicest parts of queens. good food, schools, housing, transpiration and neighbors."
Forest Hills_b4650381-0a21-4abc-83b8-a505159ae29c,"Beautiful parks, nice people, easy access to public transport, banks, schools and schools. Neighborhood is safe. Also the neighborhood is very diverse."
Forest Hills_a71a3bbd-f5e6-417e-93b5-f16ca90b6b63,"I would live here again and I plan on continue living here. This area is in a great location because one can quickly get to the city as well as have a peaceful environment. There are a variety of cultures, restaurants and facilities that are mainly in walking distance. One of the areas mostly traveled is Austin Street because there are many shops, activities as well as a park available. This is a great neighborhood."
Forest Hills_2abe5c71-e4a3-4e1a-9369-d22840e818ee,"Great neighborhood to raise a family in."
Forest Hills_9aa2ea45-fbec-4bb9-a8fc-3796243e6ac5,"there are plenty of choices"
Forest Hills_0cae816e-a210-43af-9bde-2e389a1c38e2,"police station down the block"
Forest Hills_2fe24ee4-e36c-4225-86a5-c0315f29664a,"all the mom and pop stores are gone but we have a good assortment of chain stores"
Forest Hills_958ff085-16b7-46b5-aa3a-f6be769d4f8a,"New York City offers many quality public services and continues to offer more."
Forest Hills_9db79f01-2fe2-4654-878f-7c9e036f1c8e,"My particular neighborhood is very safe, however as this is NYC, crime is something we are aware of."
Forest Hills_24760a8b-ed6b-4686-aacb-1c82b4a191a6,"The winters are very cold and snow can accumulate quickly and significantly."
Forest Hills_ebfec14b-209e-43fb-982a-be746453306f,"Restaurants offer a wide range of foods from all over the world."
Forest Hills_3e674499-7f45-4d0a-9512-4ca77e294c3d,"New business are opening up, and current ones are expanding."
Forest Hills_9427e6f6-0255-4eeb-886d-a7cb92ae00c3,"Most of the business, particularly restaurants, are local (small) businesses. This allows the money to remain within the community, it means that the owners are aware of the needs/wants of the community, and they are generally more affordable."
Forest Hills_cd629b87-0f08-40ca-8363-cc715b788dd3,"The weather affects the neighborhood"
Forest Hills_9b88d492-c6f6-4975-9d8c-c68241a8354f,"There are not many water activities"
Forest Hills_c7c7e3d7-0f63-4325-bc1d-4385c4179fe0,"There are good job opportunities"
Forest Hills_58f376f4-0ab1-40dd-b523-016df781d144,"In Forest Hills, there are few chain stores like Banana Republic, McDonalds, Chipotle, and other businesses. You can get the majority of things you need from the area as there are pharmacies, conveniece stores (like Walgreens and CVS), and supermarkets. There are few bars on Austin Street where people go out at night to enjoy a few drinks while there are few restaurants where families can enjoy a nice dinner. There's a Barnes and Noble in the area which is always filled with people reading  abook or even buying a copy. There are also few clothing stores like Banana Republic, Strawberry, New York & Company, Childrens' Place which gives people the option to get clothes for their whole family, if necessary."
Forest Hills_a1e2d0af-1a31-4a3c-93f3-7cb9146c69f2,"Unfortunately, there aren't a lot of attractions in this area. But every night, Austin Street does get crowded with adults who comes out for a drink with friends and/or familiy. 

We do, however, have a stadium in the Forest Hills Garden and few concerts have been held here especially after they have renovated. Recently, they had a Zac Brown Band concert there and I remember hearing lots of cheering from my house. Austin Street does have some event going on every so often. As mentioned before, there is always a street fair twice in one year which brings out a lot of people. In addition, every sunday, there is a fresh market open for several hours and they sell organic vegetables and other produces which a lot of families enjoy."
Forest Hills_d4eb65bc-9d8a-4e91-98a6-685d156ab43e,"If you walk to Austin Street, you have few workout facilities. There is a Lucille Roberts, a NYSC, and recently they made a Title Boxing Club which is popular for people of all ages. While you walk around the neighborhood you would see people running or even biking at their own pace. A lot of people goes to the nearest park, Flushing Meadow Park, to go for a jog, a run or anything to get some exercise done. 

The hospital facilities around this area is located in convinient locations and because there are more than one hospitals around, I think people have easy access to medical care. 

I myself stay physically active by mainly walking to places. Instead of taking the train or bus, I tend to walk to go to my destination (ie. Queens Center Mall)."
Forest Hills_1be8d1f1-4be1-46d8-a660-61dc9cbe425b,"Forest Hills is a very neighbor-friendly neighborhood. There are a lot of elders and big families that live around here. Residents do tend to live in this area for a very long time. For example, my neighbor has told me that she has lived in that same room for over 10 years and she practically grew up there. Unfortunately, a lot of the apartment buildings do not allow pets unless you had them before you move in. But when you go out in the evening, you see a lot of dog owners walking their dogs while enjoying the summer breeze. There are several parks in this neighborhood and you would always see children running around having fun and the elders enjoying some time in the sun. 

Every year, there is at least 2 street fairs held on Austin Street and every time I go with my friends, the street is packed with people eating some street fair food while listening to the live music, laughing, and having a good time with family and friends. Overall, the Forest Hills Community is a great place to live especially with a family."
Fort Greene_25a6401c-be0a-4fdc-ba68-df407769b8cb,"The area is up and coming because there's tons of new buildings around now. target, Trader Joe's, Whole Foods 365, and more!"
Fort Greene_85a81272-f99c-40dd-90ec-057f6ff26dba,"The people are nice and very kind ready to help."
Fort Greene_36b05942-d943-4dfe-a9c9-c4c48ffaf9dc,"I haven't experienced any crime first hand but I know a lot of people that do crimes"
Fort Greene_918c4566-00db-4b0f-950f-8544adbca53e,"This is a nice neighborhood just some bad people"
Fort Greene_b3a4aea1-3fc4-4f8c-a5ea-382aa07d1599,"Safe area but it is still NYC"
Fort Greene_e3fcd8c3-bf59-4ff4-9738-f9a133521b35,"Very Diverse in age and ethnicity."
Fort Greene_166130b5-fc30-45d4-b25d-7a8d2542db4a,"a few bad crimes still happen. most recently man stabbed on next block"
Fort Greene_f3333cbc-98d7-4e1f-b538-14e6bf6dc449,"love the racial mix in our neighborhood and the mix of young and old. 

great Neighbors"
Fort Greene_dae8ded5-2ff4-46ae-800a-c0cd4c8bb558,"People are very friendly and there a lot of things to do."
Fort Greene_5eba13b9-e890-400d-be98-a4d0af7acf1a,"The businesses in the area are very fast and they open most of the time."
Fort Greene_2dc0b592-8428-4e54-9951-7245c45b3489,"There are a lot of offices and stores, which mean its easy to get a job."
Fort Greene_78182ae6-a105-45be-9cdf-cd0e3c0ef5e5,"Mostly people use buses and train are their bike getting parking is a little bit difficult."
